timestamp,supply
1619588158,18693262.5
1619876864,18696075
1620095734,18698875
1620332689,18701675
1620549970,18704487.5
1620768515,18707281.25
1621016723,18710075
1621320809,18712875
1621674209,18715681.25
1621982605,18718475
1622311806,18721268.75
1622584745,18724068.75
1622848717,18726875
1623132804,18729681.25
1623438230,18732487.5
1623740706,18735306.25
1624038001,18738100
1624417918,18740893.75
1624833061,18743693.75
